From vertex 0:
To vertex 26:19 (21,29,8,28,5,26)
To vertex 27:16 (21,30,27)
To vertex 28:16 (21,29,8,28)
To vertex 29:6 (21,29)
To vertex 30:10 (21,30)
To vertex 31:16 (21,30,11,24,19,31)
From vertex 22:
To vertex 0:11 (22,18,24,19,31,20,0)
To vertex 1:23 (22,18,4,6,23,16,9,1)
To vertex 2:8 (22,18,4,6,15,2)
To vertex 3:6 (22,3)
To vertex 4:0 (22,18,4)
To vertex 5:13 (22,18,4,6,15,28,5)
To vertex 6:0 (22,18,4,6)
To vertex 7:15 (22,18,4,6,15,28,5,7)
To vertex 8:14 (22,3,8)
To vertex 9:10 (22,18,4,6,23,16,9)
To vertex 10:25 (22,18,4,6,15,28,5,10)
To vertex 11:0 (22,18,11)
To vertex 12:12 (22,18,4,6,15,28,12)
To vertex 13:11 (22,18,13)
To vertex 14:19 (22,18,4,6,14)
To vertex 15:5 (22,18,4,6,15)
To vertex 16:5 (22,18,4,6,23,16)
To vertex 17:12 (22,17)
To vertex 18:-4 (22,18)
To vertex 19:5 (22,18,24,19)
To vertex 20:8 (22,18,24,19,31,20)
To vertex 21:15 (22,18,24,19,31,20,0,21)
To vertex 23:2 (22,18,4,6,23)
To vertex 24:-3 (22,18,24)
To vertex 25:26 (22,3,8,25)
To vertex 26:7 (22,18,24,19,26)
To vertex 27:6 (22,27)
To vertex 28:11 (22,18,4,6,15,28)
To vertex 29:12 (22,27,29)
To vertex 30:7 (22,18,24,19,30)
To vertex 31:1 (22,18,24,19,31)
From vertex 23:
To vertex 0:25 (23,2,11,24,19,31,20,0)
To vertex 1:21 (23,16,9,1)
To vertex 2:11 (23,2)
To vertex 3:28 (23,2,22,3)
To vertex 4:15 (23,13,4)
To vertex 5:28 (23,13,4,6,15,28,5)
To vertex 6:15 (23,13,4,6)
To vertex 7:30 (23,13,4,6,15,28,5,7)
To vertex 8:23 (23,16,8)
To vertex 9:8 (23,16,9)
To vertex 10:40 (23,13,4,6,15,28,5,10)
To vertex 11:13 (23,2,11)
To vertex 12:16 (23,16,12)
To vertex 13:14 (23,13)
To vertex 14:34 (23,13,4,6,14)
To vertex 15:20 (23,13,4,6,15)
To vertex 16:3 (23,16)
To vertex 17:21 (23,16,9,17)
To vertex 18:18 (23,2,22,18)
To vertex 19:19 (23,2,11,24,19)
To vertex 20:22 (23,2,11,24,19,31,20)
To vertex 21:25 (23,2,21)
To vertex 22:22 (23,2,22)
To vertex 24:11 (23,2,11,24)
To vertex 25:35 (23,16,8,25)
To vertex 26:21 (23,2,11,24,19,26)
To vertex 27:17 (23,16,27)
To vertex 28:26 (23,13,4,6,15,28)
To vertex 29:23 (23,16,27,29)
To vertex 30:13 (23,30)
To vertex 31:15 (23,2,11,24,19,31)
From vertex 24:
To vertex 0:14 (24,19,31,20,0)
To vertex 1:27 (24,1)
To vertex 2:19 (24,19,6,15,2)
To vertex 3:17 (24,19,31,20,22,3)
To vertex 4:11 (24,19,31,20,22,18,4)
To vertex 5:24 (24,19,31,5)
To vertex 6:11 (24,19,6)
To vertex 7:26 (24,19,31,5,7)
To vertex 8:25 (24,19,31,20,22,3,8)
To vertex 9:21 (24,19,6,23,16,9)
To vertex 10:36 (24,19,31,5,10)
To vertex 11:11 (24,19,31,20,22,18,11)
To vertex 12:23 (24,19,6,15,28,12)
To vertex 13:22 (24,19,31,20,22,18,13)
To vertex 14:30 (24,19,6,14)
To vertex 15:16 (24,19,6,15)
To vertex 16:16 (24,19,6,23,16)
To vertex 17:23 (24,19,31,20,22,17)
To vertex 18:7 (24,19,31,20,22,18)
To vertex 19:8 (24,19)
To vertex 20:11 (24,19,31,20)
To vertex 21:18 (24,19,31,20,0,21)
To vertex 22:11 (24,19,31,20,22)
To vertex 23:13 (24,19,6,23)
To vertex 25:37 (24,19,31,20,22,3,8,25)
To vertex 26:10 (24,19,26)
To vertex 27:16 (24,19,30,27)
To vertex 28:22 (24,19,6,15,28)
To vertex 29:22 (24,19,30,27,29)
To vertex 30:10 (24,19,30)
To vertex 31:4 (24,19,31)
From vertex 25:
To vertex 0:9 (25,19,31,20,0)
To vertex 1:21 (25,29,1)
To vertex 2:14 (25,19,6,15,2)
To vertex 3:12 (25,19,31,20,22,3)
To vertex 4:6 (25,19,31,20,22,18,4)
To vertex 5:19 (25,19,31,5)
To vertex 6:6 (25,19,6)
To vertex 7:21 (25,19,31,5,7)
To vertex 8:14 (25,29,8)
To vertex 9:16 (25,19,6,23,16,9)
To vertex 10:31 (25,19,31,5,10)
To vertex 11:6 (25,19,31,20,22,18,11)
To vertex 12:12 (25,12)
To vertex 13:14 (25,29,8,13)
To vertex 14:25 (25,19,6,14)
To vertex 15:11 (25,19,6,15)
To vertex 16:11 (25,19,6,23,16)
To vertex 17:18 (25,19,31,20,22,17)
To vertex 18:2 (25,19,31,20,22,18)
To vertex 19:3 (25,19)
To vertex 20:6 (25,19,31,20)
To vertex 21:13 (25,19,31,20,0,21)
To vertex 22:6 (25,19,31,20,22)
To vertex 23:8 (25,19,6,23)
To vertex 24:3 (25,19,31,20,22,18,24)
To vertex 26:5 (25,19,26)
To vertex 27:11 (25,19,30,27)
To vertex 28:17 (25,19,6,15,28)
To vertex 29:8 (25,29)
To vertex 30:5 (25,19,30)
To vertex 31:-1 (25,19,31)
From vertex 26:
To vertex 0:8 (26,31,20,0)
To vertex 1:28 (26,31,20,22,18,4,6,23,16,9,1)
To vertex 2:13 (26,31,20,22,18,4,6,15,2)
To vertex 3:11 (26,31,20,22,3)
To vertex 4:5 (26,31,20,22,18,4)
To vertex 5:18 (26,31,5)
To vertex 6:5 (26,31,20,22,18,4,6)
To vertex 7:20 (26,31,5,7)
To vertex 8:19 (26,31,20,22,3,8)
To vertex 9:15 (26,31,20,22,18,4,6,23,16,9)
To vertex 10:30 (26,31,5,10)
To vertex 11:5 (26,31,20,22,18,11)
To vertex 12:17 (26,31,20,22,18,4,6,15,28,12)
To vertex 13:16 (26,31,20,22,18,13)
To vertex 14:24 (26,14)
To vertex 15:10 (26,31,20,22,18,4,6,15)
To vertex 16:10 (26,31,20,22,18,4,6,23,16)
To vertex 17:17 (26,31,20,22,17)
To vertex 18:1 (26,31,20,22,18)
To vertex 19:10 (26,31,20,22,18,24,19)
To vertex 20:5 (26,31,20)
To vertex 21:12 (26,31,20,0,21)
To vertex 22:5 (26,31,20,22)
To vertex 23:7 (26,31,20,22,18,4,6,23)
To vertex 24:2 (26,31,20,22,18,24)
To vertex 25:31 (26,31,20,22,3,8,25)
To vertex 27:11 (26,31,20,22,27)
To vertex 28:16 (26,31,20,22,18,4,6,15,28)
To vertex 29:17 (26,31,20,22,27,29)
To vertex 30:12 (26,31,20,22,18,24,19,30)
To vertex 31:-2 (26,31)
From vertex 27:
To vertex 0:25 (27,29,8,28,5,7,0)
To vertex 1:19 (27,29,1)
To vertex 2:19 (27,29,8,28,5,15,2)
To vertex 3:30 (27,29,8,28,5,26,31,20,22,3)
To vertex 4:13 (27,29,8,13,4)
To vertex 5:18 (27,29,8,28,5)
To vertex 6:13 (27,29,8,13,4,6)
To vertex 7:20 (27,29,8,28,5,7)
To vertex 8:12 (27,29,8)
To vertex 9:23 (27,29,8,13,4,6,23,16,9)
To vertex 10:30 (27,29,8,28,5,10)
To vertex 11:21 (27,29,8,28,5,15,2,11)
To vertex 12:17 (27,29,8,28,12)
To vertex 13:12 (27,29,8,13)
To vertex 14:32 (27,29,8,13,4,6,14)
To vertex 15:16 (27,29,8,28,5,15)
To vertex 16:18 (27,29,8,13,4,6,23,16)
To vertex 17:36 (27,29,8,13,4,6,23,16,9,17)
To vertex 18:20 (27,29,8,28,5,26,31,20,22,18)
To vertex 19:27 (27,29,8,28,5,15,2,11,24,19)
To vertex 20:24 (27,29,8,28,5,26,31,20)
To vertex 21:29 (27,29,8,28,5,7,0,21)
To vertex 22:24 (27,29,8,28,5,26,31,20,22)
To vertex 23:15 (27,29,8,13,4,6,23)
To vertex 24:19 (27,29,8,28,5,15,2,11,24)
To vertex 25:24 (27,29,8,25)
To vertex 26:19 (27,29,8,28,5,26)
To vertex 28:16 (27,29,8,28)
To vertex 29:6 (27,29)
To vertex 30:25 (27,29,30)
To vertex 31:17 (27,29,8,28,5,26,31)
From vertex 28:
To vertex 0:9 (28,5,7,0)
To vertex 1:25 (28,12,27,29,1)
To vertex 2:3 (28,5,15,2)
To vertex 3:14 (28,5,26,31,20,22,3)
To vertex 4:8 (28,5,26,31,20,22,18,4)
To vertex 5:2 (28,5)
To vertex 6:8 (28,5,26,31,20,22,18,4,6)
To vertex 7:4 (28,5,7)
To vertex 8:10 (28,5,15,8)
To vertex 9:15 (28,5,9)
To vertex 10:14 (28,5,10)
To vertex 11:5 (28,5,15,2,11)
To vertex 12:1 (28,12)
To vertex 13:9 (28,13)
To vertex 14:27 (28,5,26,14)
To vertex 15:0 (28,5,15)
To vertex 16:13 (28,5,26,31,20,22,18,4,6,23,16)
To vertex 17:20 (28,5,26,31,20,22,17)
To vertex 18:4 (28,5,26,31,20,22,18)
To vertex 19:11 (28,5,15,2,11,24,19)
To vertex 20:8 (28,5,26,31,20)
To vertex 21:13 (28,5,7,0,21)
To vertex 22:8 (28,5,26,31,20,22)
To vertex 23:10 (28,5,26,31,20,22,18,4,6,23)
To vertex 24:3 (28,5,15,2,11,24)
To vertex 25:22 (28,5,15,8,25)
To vertex 26:3 (28,5,26)
To vertex 27:6 (28,12,27)
To vertex 29:12 (28,12,27,29)
To vertex 30:13 (28,5,15,2,11,24,19,30)
To vertex 31:1 (28,5,26,31)
From vertex 29:
To vertex 0:19 (29,8,28,5,7,0)
To vertex 1:13 (29,1)
To vertex 2:13 (29,8,28,5,15,2)
To vertex 3:24 (29,8,28,5,26,31,20,22,3)
To vertex 4:7 (29,8,13,4)
To vertex 5:12 (29,8,28,5)
To vertex 6:7 (29,8,13,4,6)
To vertex 7:14 (29,8,28,5,7)
To vertex 8:6 (29,8)
To vertex 9:17 (29,8,13,4,6,23,16,9)
To vertex 10:24 (29,8,28,5,10)
To vertex 11:15 (29,8,28,5,15,2,11)
To vertex 12:11 (29,8,28,12)
To vertex 13:6 (29,8,13)
To vertex 14:26 (29,8,13,4,6,14)
To vertex 15:10 (29,8,28,5,15)
To vertex 16:12 (29,8,13,4,6,23,16)
To vertex 17:30 (29,8,13,4,6,23,16,9,17)
To vertex 18:14 (29,8,28,5,26,31,20,22,18)
To vertex 19:21 (29,8,28,5,15,2,11,24,19)
To vertex 20:18 (29,8,28,5,26,31,20)
To vertex 21:23 (29,8,28,5,7,0,21)
To vertex 22:18 (29,8,28,5,26,31,20,22)
To vertex 23:9 (29,8,13,4,6,23)
To vertex 24:13 (29,8,28,5,15,2,11,24)
To vertex 25:18 (29,8,25)
To vertex 26:13 (29,8,28,5,26)
To vertex 27:16 (29,8,28,12,27)
To vertex 28:10 (29,8,28)
To vertex 30:19 (29,30)
To vertex 31:11 (29,8,28,5,26,31)
From vertex 30:
To vertex 0:16 (30,11,24,19,31,20,0)
To vertex 1:25 (30,27,29,1)
To vertex 2:14 (30,15,2)
To vertex 3:16 (30,3)
To vertex 4:13 (30,11,24,19,31,20,22,18,4)
To vertex 5:19 (30,15,28,5)
To vertex 6:13 (30,11,24,19,6)
To vertex 7:21 (30,15,28,5,7)
To vertex 8:18 (30,27,29,8)
To vertex 9:23 (30,11,24,19,6,23,16,9)
To vertex 10:31 (30,15,28,5,10)
To vertex 11:4 (30,11)
To vertex 12:15 (30,12)
To vertex 13:18 (30,27,29,8,13)
To vertex 14:32 (30,11,24,19,6,14)
To vertex 15:11 (30,15)
To vertex 16:18 (30,11,24,19,6,23,16)
To vertex 17:25 (30,11,24,19,31,20,22,17)
To vertex 18:9 (30,11,24,19,31,20,22,18)
To vertex 19:10 (30,11,24,19)
To vertex 20:13 (30,11,24,19,31,20)
To vertex 21:20 (30,11,24,19,31,20,0,21)
To vertex 22:13 (30,11,24,19,31,20,22)
To vertex 23:15 (30,11,24,19,6,23)
To vertex 24:2 (30,11,24)
To vertex 25:30 (30,27,29,8,25)
To vertex 26:12 (30,11,24,19,26)
To vertex 27:6 (30,27)
To vertex 28:17 (30,15,28)
To vertex 29:12 (30,27,29)
To vertex 31:6 (30,11,24,19,31)
From vertex 31:
To vertex 0:10 (31,20,0)
To vertex 1:30 (31,20,22,18,4,6,23,16,9,1)
To vertex 2:15 (31,20,22,18,4,6,15,2)
To vertex 3:13 (31,20,22,3)
To vertex 4:7 (31,20,22,18,4)
To vertex 5:20 (31,5)
To vertex 6:7 (31,20,22,18,4,6)
To vertex 7:22 (31,5,7)
To vertex 8:21 (31,20,22,3,8)
To vertex 9:17 (31,20,22,18,4,6,23,16,9)
To vertex 10:32 (31,5,10)
To vertex 11:7 (31,20,22,18,11)
To vertex 12:19 (31,20,22,18,4,6,15,28,12)
To vertex 13:18 (31,20,22,18,13)
To vertex 14:26 (31,20,22,18,4,6,14)
To vertex 15:12 (31,20,22,18,4,6,15)
To vertex 16:12 (31,20,22,18,4,6,23,16)
To vertex 17:19 (31,20,22,17)
To vertex 18:3 (31,20,22,18)
To vertex 19:12 (31,20,22,18,24,19)
To vertex 20:7 (31,20)
To vertex 21:14 (31,20,0,21)
To vertex 22:7 (31,20,22)
To vertex 23:9 (31,20,22,18,4,6,23)
To vertex 24:4 (31,20,22,18,24)
To vertex 25:33 (31,20,22,3,8,25)
To vertex 26:14 (31,20,22,18,24,19,26)
To vertex 27:13 (31,20,22,27)
To vertex 28:18 (31,20,22,18,4,6,15,28)
To vertex 29:19 (31,20,22,27,29)
To vertex 30:14 (31,20,22,18,24,19,30)
