From vertex 0:
To vertex 53:42 (9,54,45,5,63,8,15,53)
To vertex 54:16 (9,54)
To vertex 55:49 (9,54,45,5,33,20,55)
To vertex 56:45 (9,32,47,28,56)
To vertex 57:57 (9,32,47,28,44,22,57)
To vertex 58:59 (9,54,45,5,63,39,58)
To vertex 59:50 (9,54,45,5,33,20,55,59)
To vertex 60:44 (9,10,13,60)
To vertex 61:49 (9,54,45,5,33,20,48,61)
To vertex 62:44 (9,10,25,62)
To vertex 63:32 (9,54,45,5,63)
From vertex 10:
To vertex 0:38 (10,25,5,33,20,48,0)
To vertex 1:70 (10,23,1)
To vertex 2:34 (10,25,5,33,2)
To vertex 3:55 (10,25,62,34,3)
To vertex 4:38 (10,25,4)
To vertex 5:29 (10,25,5)
To vertex 6:21 (10,25,62,6)
To vertex 7:61 (10,13,27,44,22,57,7)
To vertex 8:36 (10,25,5,63,8)
To vertex 9:47 (10,25,5,33,20,48,0,56,9)
To vertex 11:53 (10,25,62,6,11)
To vertex 12:37 (10,25,5,33,20,19,12)
To vertex 13:3 (10,13)
To vertex 14:39 (10,25,5,33,20,48,0,14)
To vertex 15:40 (10,25,62,16,15)
To vertex 16:39 (10,25,62,16)
To vertex 17:56 (10,13,27,44,22,32,17)
To vertex 18:62 (10,25,62,6,18)
To vertex 19:33 (10,25,5,33,20,19)
To vertex 20:30 (10,25,5,33,20)
To vertex 21:80 (10,25,5,33,20,48,0,26,21)
To vertex 22:36 (10,13,27,44,22)
To vertex 23:50 (10,23)
To vertex 24:75 (10,25,62,16,15,24)
To vertex 25:24 (10,25)
To vertex 26:38 (10,25,5,33,20,48,0,26)
To vertex 27:26 (10,13,27)
To vertex 28:57 (10,25,28)
To vertex 29:60 (10,25,29)
To vertex 30:42 (10,25,62,6,30)
To vertex 31:66 (10,25,62,16,15,31)
To vertex 32:30 (10,13,27,44,22,32)
To vertex 33:24 (10,25,5,33)
To vertex 34:49 (10,25,62,34)
To vertex 35:22 (10,25,62,6,35)
To vertex 36:68 (10,13,27,44,22,36)
To vertex 37:14 (10,37)
To vertex 38:35 (10,25,62,38)
To vertex 39:49 (10,25,5,63,39)
To vertex 40:61 (10,25,62,16,40)
To vertex 41:58 (10,25,5,33,20,55,59,41)
To vertex 42:75 (10,25,5,33,20,48,0,14,42)
To vertex 43:83 (10,13,27,44,22,36,43)
To vertex 44:34 (10,13,27,44)
To vertex 45:34 (10,13,27,44,45)
To vertex 46:38 (10,13,27,44,22,46)
To vertex 47:34 (10,13,27,44,22,32,47)
To vertex 48:35 (10,25,5,33,20,48)
To vertex 49:44 (10,25,62,6,35,49)
To vertex 50:49 (10,13,27,44,50)
To vertex 51:56 (10,13,27,44,22,46,51)
To vertex 52:50 (10,13,52)
To vertex 53:41 (10,25,62,16,15,53)
To vertex 54:35 (10,13,54)
To vertex 55:52 (10,25,5,33,20,55)
To vertex 56:49 (10,25,5,33,20,48,0,56)
To vertex 57:59 (10,13,27,44,22,57)
To vertex 58:62 (10,25,5,63,39,58)
To vertex 59:53 (10,25,5,33,20,55,59)
To vertex 60:20 (10,13,60)
To vertex 61:52 (10,25,5,33,20,48,61)
To vertex 62:20 (10,25,62)
To vertex 63:35 (10,25,5,63)
From vertex 11:
To vertex 0:10 (11,45,5,33,20,48,0)
To vertex 1:55 (11,45,5,33,20,19,12,27,44,22,1)
To vertex 2:6 (11,45,5,33,2)
To vertex 3:41 (11,45,5,33,20,19,12,27,3)
To vertex 4:30 (11,45,5,33,20,55,59,4)
To vertex 5:1 (11,45,5)
To vertex 6:5 (11,45,5,6)
To vertex 7:38 (11,45,5,33,20,19,12,27,44,22,57,7)
To vertex 8:8 (11,45,5,63,8)
To vertex 9:19 (11,45,5,33,20,48,0,56,9)
To vertex 10:10 (11,45,10)
To vertex 12:9 (11,45,5,33,20,19,12)
To vertex 13:10 (11,45,5,63,13)
To vertex 14:11 (11,45,5,33,20,48,0,14)
To vertex 15:16 (11,45,5,63,8,15)
To vertex 16:30 (11,45,5,33,20,19,12,27,44,22,16)
To vertex 17:33 (11,45,5,33,20,19,12,27,44,22,32,17)
To vertex 18:38 (11,45,5,33,20,48,0,14,18)
To vertex 19:5 (11,45,5,33,20,19)
To vertex 20:2 (11,45,5,33,20)
To vertex 21:52 (11,45,5,33,20,48,0,26,21)
To vertex 22:13 (11,45,5,33,20,19,12,27,44,22)
To vertex 23:47 (11,45,5,6,35,23)
To vertex 24:51 (11,45,5,63,8,15,24)
To vertex 25:25 (11,25)
To vertex 26:10 (11,45,5,33,20,48,0,26)
To vertex 27:3 (11,45,5,33,20,19,12,27)
To vertex 28:36 (11,45,5,33,20,19,12,27,44,22,32,47,28)
To vertex 29:61 (11,25,29)
To vertex 30:26 (11,45,5,6,30)
To vertex 31:42 (11,45,5,63,8,15,31)
To vertex 32:7 (11,45,5,33,20,19,12,27,44,22,32)
To vertex 33:-4 (11,45,5,33)
To vertex 34:39 (11,45,5,33,2,46,51,34)
To vertex 35:6 (11,45,5,6,35)
To vertex 36:44 (11,45,5,33,20,48,0,56,36)
To vertex 37:22 (11,45,5,63,8,37)
To vertex 38:25 (11,45,5,33,20,38)
To vertex 39:21 (11,45,5,63,39)
To vertex 40:48 (11,45,5,33,20,19,40)
To vertex 41:30 (11,45,5,33,20,55,59,41)
To vertex 42:47 (11,45,5,33,20,48,0,14,42)
To vertex 43:59 (11,45,5,33,20,48,0,56,36,43)
To vertex 44:11 (11,45,5,33,20,19,12,27,44)
To vertex 45:1 (11,45)
To vertex 46:12 (11,45,5,33,2,46)
To vertex 47:11 (11,45,5,33,20,19,12,27,44,22,32,47)
To vertex 48:7 (11,45,5,33,20,48)
To vertex 49:26 (11,45,5,33,20,19,12,27,44,22,32,47,49)
To vertex 50:26 (11,45,5,33,20,19,12,27,44,50)
To vertex 51:30 (11,45,5,33,2,46,51)
To vertex 52:31 (11,45,5,33,2,46,51,52)
To vertex 53:17 (11,45,5,63,8,15,53)
To vertex 54:29 (11,45,5,63,54)
To vertex 55:24 (11,45,5,33,20,55)
To vertex 56:21 (11,45,5,33,20,48,0,56)
To vertex 57:36 (11,45,5,33,20,19,12,27,44,22,57)
To vertex 58:34 (11,45,5,63,39,58)
To vertex 59:25 (11,45,5,33,20,55,59)
To vertex 60:26 (11,45,5,33,20,48,0,14,60)
To vertex 61:24 (11,45,5,33,20,48,61)
To vertex 62:21 (11,25,62)
To vertex 63:7 (11,45,5,63)
From vertex 12:
To vertex 0:11 (12,27,44,45,5,33,20,48,0)
To vertex 1:46 (12,27,44,22,1)
To vertex 2:7 (12,27,44,45,5,33,2)
To vertex 3:32 (12,27,3)
To vertex 4:21 (12,55,59,4)
To vertex 5:2 (12,27,44,45,5)
To vertex 6:6 (12,27,44,45,5,6)
To vertex 7:29 (12,27,44,22,57,7)
To vertex 8:9 (12,27,44,45,5,63,8)
To vertex 9:20 (12,27,44,45,5,33,20,48,0,56,9)
To vertex 10:11 (12,27,44,45,10)
To vertex 11:35 (12,27,44,45,5,33,20,48,11)
To vertex 13:11 (12,27,44,45,5,63,13)
To vertex 14:12 (12,27,44,45,5,33,20,48,0,14)
To vertex 15:17 (12,27,44,45,5,63,8,15)
To vertex 16:21 (12,27,44,22,16)
To vertex 17:24 (12,27,44,22,32,17)
To vertex 18:39 (12,27,44,45,5,33,20,48,0,14,18)
To vertex 19:6 (12,27,44,45,5,33,20,19)
To vertex 20:3 (12,27,44,45,5,33,20)
To vertex 21:53 (12,27,44,45,5,33,20,48,0,26,21)
To vertex 22:4 (12,27,44,22)
To vertex 23:43 (12,27,44,22,32,17,23)
To vertex 24:52 (12,27,44,45,5,63,8,15,24)
To vertex 25:35 (12,27,44,45,10,25)
To vertex 26:11 (12,27,44,45,5,33,20,48,0,26)
To vertex 27:-6 (12,27)
To vertex 28:27 (12,27,44,22,32,47,28)
To vertex 29:71 (12,27,44,45,10,25,29)
To vertex 30:27 (12,27,44,45,5,6,30)
To vertex 31:39 (12,27,44,22,57,31)
To vertex 32:-2 (12,27,44,22,32)
To vertex 33:-3 (12,27,44,45,5,33)
To vertex 34:33 (12,27,44,22,46,51,34)
To vertex 35:7 (12,27,44,45,5,6,35)
To vertex 36:36 (12,27,44,22,36)
To vertex 37:21 (12,27,44,22,32,47,28,37)
To vertex 38:26 (12,27,44,45,5,33,20,38)
To vertex 39:22 (12,27,44,45,5,63,39)
To vertex 40:43 (12,27,44,22,16,40)
To vertex 41:21 (12,55,59,41)
To vertex 42:48 (12,27,44,45,5,33,20,48,0,14,42)
To vertex 43:51 (12,27,44,22,36,43)
To vertex 44:2 (12,27,44)
To vertex 45:2 (12,27,44,45)
To vertex 46:6 (12,27,44,22,46)
To vertex 47:2 (12,27,44,22,32,47)
To vertex 48:8 (12,27,44,45,5,33,20,48)
To vertex 49:17 (12,27,44,22,32,47,49)
To vertex 50:17 (12,27,44,50)
To vertex 51:24 (12,27,44,22,46,51)
To vertex 52:25 (12,27,44,22,46,51,52)
To vertex 53:18 (12,27,44,45,5,63,8,15,53)
To vertex 54:24 (12,27,44,22,32,54)
To vertex 55:15 (12,55)
To vertex 56:22 (12,27,44,45,5,33,20,48,0,56)
To vertex 57:27 (12,27,44,22,57)
To vertex 58:35 (12,27,44,45,5,63,39,58)
To vertex 59:16 (12,55,59)
To vertex 60:27 (12,27,44,45,5,33,20,48,0,14,60)
To vertex 61:25 (12,27,44,45,5,33,20,48,61)
To vertex 62:26 (12,27,44,45,5,63,62)
To vertex 63:8 (12,27,44,45,5,63)
From vertex 13:
To vertex 0:40 (13,27,44,45,5,33,20,48,0)
To vertex 1:75 (13,27,44,22,1)
To vertex 2:36 (13,27,44,45,5,33,2)
To vertex 3:61 (13,27,3)
To vertex 4:60 (13,27,44,45,5,33,20,55,59,4)
To vertex 5:31 (13,27,44,45,5)
To vertex 6:35 (13,27,44,45,5,6)
To vertex 7:58 (13,27,44,22,57,7)
To vertex 8:38 (13,27,44,45,5,63,8)
To vertex 9:49 (13,27,44,45,5,33,20,48,0,56,9)
To vertex 10:40 (13,27,44,45,10)
To vertex 11:64 (13,27,44,45,5,33,20,48,11)
To vertex 12:39 (13,27,44,45,5,33,20,19,12)
To vertex 14:41 (13,27,44,45,5,33,20,48,0,14)
To vertex 15:46 (13,27,44,45,5,63,8,15)
To vertex 16:50 (13,27,44,22,16)
To vertex 17:53 (13,27,44,22,32,17)
To vertex 18:68 (13,27,44,45,5,33,20,48,0,14,18)
To vertex 19:35 (13,27,44,45,5,33,20,19)
To vertex 20:32 (13,27,44,45,5,33,20)
To vertex 21:82 (13,27,44,45,5,33,20,48,0,26,21)
To vertex 22:33 (13,27,44,22)
To vertex 23:72 (13,27,44,22,32,17,23)
To vertex 24:81 (13,27,44,45,5,63,8,15,24)
To vertex 25:50 (13,25)
To vertex 26:40 (13,27,44,45,5,33,20,48,0,26)
To vertex 27:23 (13,27)
To vertex 28:56 (13,27,44,22,32,47,28)
To vertex 29:86 (13,25,29)
To vertex 30:56 (13,27,44,45,5,6,30)
To vertex 31:68 (13,27,44,22,57,31)
To vertex 32:27 (13,27,44,22,32)
To vertex 33:26 (13,27,44,45,5,33)
To vertex 34:62 (13,27,44,22,46,51,34)
To vertex 35:36 (13,27,44,45,5,6,35)
To vertex 36:65 (13,27,44,22,36)
To vertex 37:50 (13,27,44,22,32,47,28,37)
To vertex 38:55 (13,27,44,45,5,33,20,38)
To vertex 39:51 (13,27,44,45,5,63,39)
To vertex 40:72 (13,27,44,22,16,40)
To vertex 41:60 (13,27,44,45,5,33,20,55,59,41)
To vertex 42:77 (13,27,44,45,5,33,20,48,0,14,42)
To vertex 43:80 (13,27,44,22,36,43)
To vertex 44:31 (13,27,44)
To vertex 45:31 (13,27,44,45)
To vertex 46:35 (13,27,44,22,46)
To vertex 47:31 (13,27,44,22,32,47)
To vertex 48:37 (13,27,44,45,5,33,20,48)
To vertex 49:46 (13,27,44,22,32,47,49)
To vertex 50:46 (13,27,44,50)
To vertex 51:53 (13,27,44,22,46,51)
To vertex 52:47 (13,52)
To vertex 53:47 (13,27,44,45,5,63,8,15,53)
To vertex 54:32 (13,54)
To vertex 55:54 (13,27,44,45,5,33,20,55)
To vertex 56:51 (13,27,44,45,5,33,20,48,0,56)
To vertex 57:56 (13,27,44,22,57)
To vertex 58:64 (13,27,44,45,5,63,39,58)
To vertex 59:55 (13,27,44,45,5,33,20,55,59)
To vertex 60:17 (13,60)
To vertex 61:54 (13,27,44,45,5,33,20,48,61)
To vertex 62:46 (13,25,62)
To vertex 63:37 (13,27,44,45,5,63)
From vertex 14:
To vertex 0:23 (14,20,48,0)
To vertex 1:68 (14,20,19,12,27,44,22,1)
To vertex 2:20 (14,20,48,2)
To vertex 3:54 (14,20,19,12,27,3)
To vertex 4:43 (14,20,55,59,4)
To vertex 5:24 (14,20,19,12,27,44,45,5)
To vertex 6:28 (14,20,19,12,27,44,45,5,6)
To vertex 7:51 (14,20,19,12,27,44,22,57,7)
To vertex 8:31 (14,20,19,12,27,44,45,5,63,8)
To vertex 9:32 (14,20,48,0,56,9)
To vertex 10:33 (14,20,19,12,27,44,45,10)
To vertex 11:47 (14,20,48,11)
To vertex 12:22 (14,20,19,12)
To vertex 13:19 (14,13)
To vertex 15:39 (14,20,48,2,46,15)
To vertex 16:43 (14,20,19,12,27,44,22,16)
To vertex 17:46 (14,20,19,12,27,44,22,32,17)
To vertex 18:27 (14,18)
To vertex 19:18 (14,20,19)
To vertex 20:15 (14,20)
To vertex 21:65 (14,20,48,0,26,21)
To vertex 22:26 (14,20,19,12,27,44,22)
To vertex 23:65 (14,20,19,12,27,44,22,32,17,23)
To vertex 24:47 (14,18,24)
To vertex 25:50 (14,20,48,0,26,25)
To vertex 26:23 (14,20,48,0,26)
To vertex 27:16 (14,20,19,12,27)
To vertex 28:49 (14,20,19,12,27,44,22,32,47,28)
To vertex 29:86 (14,20,48,0,26,25,29)
To vertex 30:48 (14,20,48,61,30)
To vertex 31:61 (14,20,19,12,27,44,22,57,31)
To vertex 32:20 (14,20,19,12,27,44,22,32)
To vertex 33:19 (14,20,19,12,27,44,45,5,33)
To vertex 34:53 (14,20,48,2,46,51,34)
To vertex 35:29 (14,20,19,12,27,44,45,5,6,35)
To vertex 36:57 (14,20,48,0,56,36)
To vertex 37:43 (14,20,19,12,27,44,22,32,47,28,37)
To vertex 38:38 (14,20,38)
To vertex 39:44 (14,20,19,12,27,44,45,5,63,39)
To vertex 40:61 (14,20,19,40)
To vertex 41:43 (14,20,55,59,41)
To vertex 42:36 (14,42)
To vertex 43:72 (14,20,48,0,56,36,43)
To vertex 44:24 (14,20,19,12,27,44)
To vertex 45:24 (14,20,19,12,27,44,45)
To vertex 46:26 (14,20,48,2,46)
To vertex 47:24 (14,20,19,12,27,44,22,32,47)
To vertex 48:20 (14,20,48)
To vertex 49:39 (14,20,19,12,27,44,22,32,47,49)
To vertex 50:39 (14,20,19,12,27,44,50)
To vertex 51:44 (14,20,48,2,46,51)
To vertex 52:45 (14,20,48,2,46,51,52)
To vertex 53:40 (14,20,48,2,46,15,53)
To vertex 54:39 (14,42,54)
To vertex 55:37 (14,20,55)
To vertex 56:34 (14,20,48,0,56)
To vertex 57:49 (14,20,19,12,27,44,22,57)
To vertex 58:51 (14,18,24,58)
To vertex 59:38 (14,20,55,59)
To vertex 60:15 (14,60)
To vertex 61:37 (14,20,48,61)
To vertex 62:46 (14,20,48,0,26,25,62)
To vertex 63:30 (14,20,19,12,27,44,45,5,63)
From vertex 15:
To vertex 0:49 (15,31,59,27,44,45,5,33,20,48,0)
To vertex 1:84 (15,31,59,27,44,22,1)
To vertex 2:45 (15,31,59,27,44,45,5,33,2)
To vertex 3:52 (15,31,3)
To vertex 4:33 (15,31,59,4)
To vertex 5:40 (15,31,59,27,44,45,5)
To vertex 6:44 (15,31,59,27,44,45,5,6)
To vertex 7:29 (15,53,57,7)
To vertex 8:33 (15,53,58,8)
To vertex 9:33 (15,53,57,9)
To vertex 10:49 (15,31,59,27,44,45,10)
To vertex 11:67 (15,53,57,32,47,11)
To vertex 12:48 (15,31,59,27,44,45,5,33,20,19,12)
To vertex 13:48 (15,53,57,26,13)
To vertex 14:50 (15,31,59,27,44,45,5,33,20,48,0,14)
To vertex 16:59 (15,31,59,27,44,22,16)
To vertex 17:49 (15,53,17)
To vertex 18:77 (15,31,59,27,44,45,5,33,20,48,0,14,18)
To vertex 19:44 (15,31,59,27,44,45,5,33,20,19)
To vertex 20:41 (15,31,59,27,44,45,5,33,20)
To vertex 21:89 (15,53,57,26,21)
To vertex 22:42 (15,31,59,27,44,22)
To vertex 23:68 (15,53,17,23)
To vertex 24:35 (15,24)
To vertex 25:59 (15,25)
To vertex 26:47 (15,53,57,26)
To vertex 27:32 (15,31,59,27)
To vertex 28:55 (15,53,17,28)
To vertex 29:95 (15,25,29)
To vertex 30:55 (15,30)
To vertex 31:26 (15,31)
To vertex 32:29 (15,53,57,32)
To vertex 33:35 (15,31,59,27,44,45,5,33)
To vertex 34:50 (15,51,34)
To vertex 35:37 (15,53,58,35)
To vertex 36:74 (15,31,59,27,44,22,36)
To vertex 37:47 (15,53,58,8,37)
To vertex 38:58 (15,53,58,62,38)
To vertex 39:60 (15,31,59,27,44,45,5,63,39)
To vertex 40:35 (15,53,40)
To vertex 41:33 (15,31,59,41)
To vertex 42:86 (15,31,59,27,44,45,5,33,20,48,0,14,42)
To vertex 43:88 (15,31,59,41,43)
To vertex 44:40 (15,31,59,27,44)
To vertex 45:40 (15,31,59,27,44,45)
To vertex 46:43 (15,53,57,46)
To vertex 47:33 (15,53,57,32,47)
To vertex 48:46 (15,31,59,27,44,45,5,33,20,48)
To vertex 49:48 (15,53,57,32,47,49)
To vertex 50:42 (15,53,40,50)
To vertex 51:41 (15,51)
To vertex 52:42 (15,51,52)
To vertex 53:1 (15,53)
To vertex 54:49 (15,53,57,9,54)
To vertex 55:49 (15,24,55)
To vertex 56:60 (15,31,59,27,44,45,5,33,20,48,0,56)
To vertex 57:27 (15,53,57)
To vertex 58:29 (15,53,58)
To vertex 59:28 (15,31,59)
To vertex 60:53 (15,24,60)
To vertex 61:63 (15,31,59,27,44,45,5,33,20,48,61)
To vertex 62:43 (15,53,58,62)
To vertex 63:46 (15,31,59,27,44,45,5,63)
From vertex 16:
To vertex 0:50 (16,15,31,59,27,44,45,5,33,20,48,0)
To vertex 1:85 (16,15,31,59,27,44,22,1)
To vertex 2:46 (16,15,31,59,27,44,45,5,33,2)
To vertex 3:53 (16,15,31,3)
To vertex 4:34 (16,15,31,59,4)
To vertex 5:41 (16,15,31,59,27,44,45,5)
To vertex 6:41 (16,40,50,62,6)
To vertex 7:30 (16,15,53,57,7)
To vertex 8:34 (16,15,53,58,8)
To vertex 9:34 (16,15,53,57,9)
To vertex 10:50 (16,15,31,59,27,44,45,10)
To vertex 11:68 (16,15,53,57,32,47,11)
To vertex 12:49 (16,15,31,59,27,44,45,5,33,20,19,12)
To vertex 13:49 (16,15,53,57,26,13)
To vertex 14:51 (16,15,31,59,27,44,45,5,33,20,48,0,14)
To vertex 15:1 (16,15)
To vertex 17:50 (16,15,53,17)
To vertex 18:78 (16,15,31,59,27,44,45,5,33,20,48,0,14,18)
To vertex 19:45 (16,15,31,59,27,44,45,5,33,20,19)
To vertex 20:42 (16,15,31,59,27,44,45,5,33,20)
To vertex 21:90 (16,15,53,57,26,21)
To vertex 22:43 (16,15,31,59,27,44,22)
To vertex 23:69 (16,15,53,17,23)
To vertex 24:36 (16,15,24)
To vertex 25:60 (16,15,25)
To vertex 26:48 (16,15,53,57,26)
To vertex 27:33 (16,15,31,59,27)
To vertex 28:56 (16,15,53,17,28)
To vertex 29:96 (16,15,25,29)
To vertex 30:56 (16,15,30)
To vertex 31:27 (16,15,31)
To vertex 32:30 (16,15,53,57,32)
To vertex 33:36 (16,15,31,59,27,44,45,5,33)
To vertex 34:51 (16,15,51,34)
To vertex 35:38 (16,15,53,58,35)
To vertex 36:54 (16,36)
To vertex 37:48 (16,15,53,58,8,37)
To vertex 38:55 (16,40,50,62,38)
To vertex 39:61 (16,15,31,59,27,44,45,5,63,39)
To vertex 40:22 (16,40)
To vertex 41:34 (16,15,31,59,41)
To vertex 42:87 (16,15,31,59,27,44,45,5,33,20,48,0,14,42)
To vertex 43:69 (16,36,43)
To vertex 44:41 (16,15,31,59,27,44)
To vertex 45:41 (16,15,31,59,27,44,45)
To vertex 46:44 (16,15,53,57,46)
To vertex 47:34 (16,15,53,57,32,47)
To vertex 48:47 (16,15,31,59,27,44,45,5,33,20,48)
To vertex 49:49 (16,15,53,57,32,47,49)
To vertex 50:29 (16,40,50)
To vertex 51:42 (16,15,51)
To vertex 52:43 (16,15,51,52)
To vertex 53:2 (16,15,53)
To vertex 54:50 (16,15,53,57,9,54)
To vertex 55:50 (16,15,24,55)
To vertex 56:61 (16,15,31,59,27,44,45,5,33,20,48,0,56)
To vertex 57:28 (16,15,53,57)
To vertex 58:30 (16,15,53,58)
To vertex 59:29 (16,15,31,59)
To vertex 60:54 (16,15,24,60)
To vertex 61:64 (16,15,31,59,27,44,45,5,33,20,48,61)
To vertex 62:40 (16,40,50,62)
To vertex 63:47 (16,15,31,59,27,44,45,5,63)
From vertex 17:
To vertex 0:17 (17,28,44,45,5,33,20,48,0)
To vertex 1:39 (17,23,1)
To vertex 2:13 (17,28,44,45,5,33,2)
To vertex 3:44 (17,63,39,3)
To vertex 4:37 (17,28,44,45,5,33,20,55,59,4)
To vertex 5:8 (17,28,44,45,5)
To vertex 6:12 (17,28,44,45,5,6)
To vertex 7:9 (17,7)
To vertex 8:10 (17,63,8)
To vertex 9:19 (17,28,56,9)
To vertex 10:17 (17,28,44,45,10)
To vertex 11:38 (17,63,39,11)
To vertex 12:16 (17,28,44,45,5,33,20,19,12)
To vertex 13:12 (17,63,13)
To vertex 14:18 (17,28,44,45,5,33,20,48,0,14)
To vertex 15:18 (17,63,8,15)
To vertex 16:27 (17,28,44,22,16)
To vertex 18:45 (17,28,44,45,5,33,20,48,0,14,18)
To vertex 19:12 (17,28,44,45,5,33,20,19)
To vertex 20:9 (17,28,44,45,5,33,20)
To vertex 21:59 (17,28,44,45,5,33,20,48,0,26,21)
To vertex 22:10 (17,28,44,22)
To vertex 23:19 (17,23)
To vertex 24:53 (17,63,8,15,24)
To vertex 25:41 (17,28,44,45,10,25)
To vertex 26:17 (17,28,44,45,5,33,20,48,0,26)
To vertex 27:10 (17,28,44,45,5,33,20,19,12,27)
To vertex 28:6 (17,28)
To vertex 29:77 (17,63,39,29)
To vertex 30:33 (17,28,44,45,5,6,30)
To vertex 31:36 (17,7,31)
To vertex 32:4 (17,28,44,22,32)
To vertex 33:3 (17,28,44,45,5,33)
To vertex 34:39 (17,28,44,22,46,51,34)
To vertex 35:13 (17,28,44,45,5,6,35)
To vertex 36:42 (17,36)
To vertex 37:0 (17,28,37)
To vertex 38:32 (17,28,44,45,5,33,20,38)
To vertex 39:23 (17,63,39)
To vertex 40:46 (17,7,31,40)
To vertex 41:37 (17,28,44,45,5,33,20,55,59,41)
To vertex 42:54 (17,28,44,45,5,33,20,48,0,14,42)
To vertex 43:57 (17,36,43)
To vertex 44:8 (17,28,44)
To vertex 45:8 (17,28,44,45)
To vertex 46:12 (17,28,44,22,46)
To vertex 47:8 (17,28,44,22,32,47)
To vertex 48:14 (17,28,44,45,5,33,20,48)
To vertex 49:23 (17,28,44,22,32,47,49)
To vertex 50:23 (17,28,44,50)
To vertex 51:30 (17,28,44,22,46,51)
To vertex 52:31 (17,28,44,22,46,51,52)
To vertex 53:19 (17,63,8,15,53)
To vertex 54:30 (17,28,44,22,32,54)
To vertex 55:31 (17,28,44,45,5,33,20,55)
To vertex 56:21 (17,28,56)
To vertex 57:33 (17,28,44,22,57)
To vertex 58:36 (17,63,39,58)
To vertex 59:32 (17,28,44,45,5,33,20,55,59)
To vertex 60:29 (17,63,13,60)
To vertex 61:31 (17,28,44,45,5,33,20,48,61)
To vertex 62:27 (17,63,62)
To vertex 63:9 (17,63)
From vertex 18:
To vertex 0:49 (18,52,22,5,33,20,48,0)
To vertex 1:80 (18,52,22,1)
To vertex 2:45 (18,52,22,5,33,2)
To vertex 3:65 (18,24,58,41,51,34,3)
To vertex 4:40 (18,24,55,59,4)
To vertex 5:40 (18,52,22,5)
To vertex 6:39 (18,24,58,62,6)
To vertex 7:63 (18,52,22,57,7)
To vertex 8:28 (18,24,58,8)
To vertex 9:41 (18,24,58,9)
To vertex 10:56 (18,24,55,59,27,44,45,10)
To vertex 11:67 (18,52,39,11)
To vertex 12:48 (18,52,22,5,33,20,19,12)
To vertex 13:49 (18,52,22,5,63,13)
To vertex 14:50 (18,52,22,5,33,20,48,0,14)
To vertex 15:36 (18,24,58,8,15)
To vertex 16:55 (18,52,22,16)
To vertex 17:58 (18,52,32,17)
To vertex 19:44 (18,52,22,5,33,20,19)
To vertex 20:41 (18,52,22,5,33,20)
To vertex 21:91 (18,52,22,5,33,20,48,0,26,21)
To vertex 22:38 (18,52,22)
To vertex 23:73 (18,24,58,35,23)
To vertex 24:20 (18,24)
To vertex 25:76 (18,52,22,5,33,20,48,0,26,25)
To vertex 26:49 (18,52,22,5,33,20,48,0,26)
To vertex 27:39 (18,24,55,59,27)
To vertex 28:61 (18,52,32,47,28)
To vertex 29:63 (18,29)
To vertex 30:60 (18,24,58,62,6,30)
To vertex 31:62 (18,24,58,8,15,31)
To vertex 32:32 (18,52,32)
To vertex 33:35 (18,52,22,5,33)
To vertex 34:59 (18,24,58,41,51,34)
To vertex 35:32 (18,24,58,35)
To vertex 36:70 (18,52,22,36)
To vertex 37:42 (18,24,58,8,37)
To vertex 38:53 (18,24,58,62,38)
To vertex 39:52 (18,52,39)
To vertex 40:71 (18,24,58,8,15,53,40)
To vertex 41:35 (18,24,58,41)
To vertex 42:86 (18,52,22,5,33,20,48,0,14,42)
To vertex 43:71 (18,52,43)
To vertex 44:47 (18,24,55,59,27,44)
To vertex 45:47 (18,24,55,59,27,44,45)
To vertex 46:40 (18,52,22,46)
To vertex 47:36 (18,52,32,47)
To vertex 48:46 (18,52,22,5,33,20,48)
To vertex 49:51 (18,52,32,47,49)
To vertex 50:62 (18,24,55,59,27,44,50)
To vertex 51:50 (18,24,58,41,51)
To vertex 52:19 (18,52)
To vertex 53:37 (18,24,58,8,15,53)
To vertex 54:57 (18,24,58,9,54)
To vertex 55:34 (18,24,55)
To vertex 56:60 (18,52,22,5,33,20,48,0,56)
To vertex 57:61 (18,52,22,57)
To vertex 58:24 (18,24,58)
To vertex 59:35 (18,24,55,59)
To vertex 60:38 (18,24,60)
To vertex 61:63 (18,52,22,5,33,20,48,61)
To vertex 62:38 (18,24,58,62)
To vertex 63:46 (18,52,22,5,63)
From vertex 19:
To vertex 0:15 (19,12,27,44,45,5,33,20,48,0)
To vertex 1:50 (19,12,27,44,22,1)
To vertex 2:11 (19,12,27,44,45,5,33,2)
To vertex 3:36 (19,12,27,3)
To vertex 4:25 (19,12,55,59,4)
To vertex 5:6 (19,12,27,44,45,5)
To vertex 6:10 (19,12,27,44,45,5,6)
To vertex 7:33 (19,12,27,44,22,57,7)
To vertex 8:13 (19,12,27,44,45,5,63,8)
To vertex 9:24 (19,12,27,44,45,5,33,20,48,0,56,9)
To vertex 10:15 (19,12,27,44,45,10)
To vertex 11:39 (19,12,27,44,45,5,33,20,48,11)
To vertex 12:4 (19,12)
To vertex 13:15 (19,12,27,44,45,5,63,13)
To vertex 14:16 (19,12,27,44,45,5,33,20,48,0,14)
To vertex 15:21 (19,12,27,44,45,5,63,8,15)
To vertex 16:25 (19,12,27,44,22,16)
To vertex 17:28 (19,12,27,44,22,32,17)
To vertex 18:43 (19,12,27,44,45,5,33,20,48,0,14,18)
