From vertex 0:
To vertex 118:83 (29,85,15,118)
To vertex 119:128 (29,97,4,56,38,126,119)
To vertex 120:105 (29,97,4,50,49,120)
To vertex 121:105 (29,97,4,50,49,23,45,121)
To vertex 122:75 (29,97,4,50,49,43,19,122)
To vertex 123:77 (29,97,4,50,9,26,123)
To vertex 124:89 (29,97,4,56,38,126,124)
To vertex 125:95 (29,97,4,50,9,125)
To vertex 126:80 (29,97,4,56,38,126)
To vertex 127:131 (29,97,4,78,127)
From vertex 30:
To vertex 0:95 (30,94,6,14,49,43,19,122,0)
To vertex 1:110 (30,94,6,29,97,1)
To vertex 2:105 (30,94,6,14,115,71,96,74,2)
To vertex 3:76 (30,94,6,14,115,61,45,3)
To vertex 4:69 (30,94,6,29,97,4)
To vertex 5:73 (30,94,6,14,49,43,19,122,28,5)
To vertex 6:13 (30,94,6)
To vertex 7:66 (30,94,6,14,49,43,19,122,7)
To vertex 8:53 (30,8)
To vertex 9:96 (30,94,6,14,9)
To vertex 10:89 (30,10)
To vertex 11:70 (30,94,6,14,49,43,19,122,7,11)
To vertex 12:36 (30,94,6,14,49,43,12)
To vertex 13:99 (30,94,6,13)
To vertex 14:22 (30,94,6,14)
To vertex 15:106 (30,94,6,14,49,43,19,73,15)
To vertex 16:115 (30,94,6,14,77,62,16)
To vertex 17:83 (30,94,6,14,49,23,46,17)
To vertex 18:78 (30,94,6,14,18)
To vertex 19:36 (30,94,6,14,49,43,19)
To vertex 20:73 (30,94,6,29,97,20)
To vertex 21:53 (30,94,6,14,21)
To vertex 22:101 (30,94,6,14,49,43,19,122,7,11,38,126,22)
To vertex 23:56 (30,94,6,14,49,23)
To vertex 24:93 (30,94,6,14,49,43,12,67,118,24)
To vertex 25:44 (30,94,6,14,25)
To vertex 26:41 (30,94,6,14,26)
To vertex 27:82 (30,94,6,14,49,43,19,122,28,27)
To vertex 28:49 (30,94,6,14,49,43,19,122,28)
To vertex 29:38 (30,94,6,29)
To vertex 31:99 (30,94,6,14,49,43,19,122,31)
To vertex 32:117 (30,94,6,13,32)
To vertex 33:92 (30,94,6,59,55,33)
To vertex 34:151 (30,94,6,14,49,43,19,122,28,5,34)
To vertex 35:119 (30,94,6,14,18,60,35)
To vertex 36:90 (30,94,6,14,49,43,19,122,36)
To vertex 37:73 (30,94,6,14,115,71,96,95,37)
To vertex 38:70 (30,94,6,14,49,43,19,122,7,11,38)
To vertex 39:57 (30,94,6,14,115,71,96,51,39)
To vertex 40:126 (30,94,6,59,40)
To vertex 41:146 (30,94,6,14,115,71,96,95,84,57,41)
To vertex 42:87 (30,94,6,14,49,23,113,42)
To vertex 43:18 (30,94,6,14,49,43)
To vertex 44:72 (30,94,6,14,49,43,19,122,7,44)
To vertex 45:58 (30,94,6,14,115,61,45)
To vertex 46:56 (30,94,6,14,49,23,46)
To vertex 47:152 (30,94,6,14,49,43,19,122,7,11,38,47)
To vertex 48:55 (30,94,6,14,26,123,48)
To vertex 49:23 (30,94,6,14,49)
To vertex 50:75 (30,94,6,29,97,4,50)
To vertex 51:54 (30,94,6,14,115,71,96,51)
To vertex 52:124 (30,94,6,14,115,61,52)
To vertex 53:100 (30,94,6,14,26,123,48,91,101,53)
To vertex 54:79 (30,94,6,14,49,43,19,122,7,11,38,54)
To vertex 55:76 (30,94,6,59,55)
To vertex 56:93 (30,94,6,14,115,71,96,51,56)
To vertex 57:82 (30,94,6,14,115,71,96,95,84,57)
To vertex 58:127 (30,94,6,14,49,43,19,122,7,58)
To vertex 59:59 (30,94,6,59)
To vertex 60:96 (30,94,6,14,18,60)
To vertex 61:42 (30,94,6,14,115,61)
To vertex 62:57 (30,94,6,14,77,62)
To vertex 63:62 (30,94,6,14,49,43,19,73,63)
To vertex 64:64 (30,94,6,14,26,123,48,100,64)
To vertex 65:154 (30,94,6,14,49,23,46,17,105,65)
To vertex 66:71 (30,94,6,14,115,71,96,51,39,66)
To vertex 67:79 (30,94,6,14,49,43,12,67)
To vertex 68:115 (30,94,6,29,97,4,50,68)
To vertex 69:102 (30,94,6,14,49,23,113,69)
To vertex 70:128 (30,94,6,14,49,23,46,17,70)
To vertex 71:29 (30,94,6,14,115,71)
To vertex 72:56 (30,94,6,14,25,72)
To vertex 73:53 (30,94,6,14,49,43,19,73)
To vertex 74:65 (30,94,6,14,115,71,96,74)
To vertex 75:94 (30,94,6,14,26,123,75)
To vertex 76:120 (30,94,6,14,49,43,76)
To vertex 77:34 (30,94,6,14,77)
To vertex 78:92 (30,94,6,14,115,61,45,121,78)
To vertex 79:114 (30,94,6,14,115,61,109,102,79)
To vertex 80:74 (30,94,6,14,77,62,93,80)
To vertex 81:104 (30,94,6,14,49,43,19,122,7,44,81)
To vertex 82:148 (30,94,6,14,26,123,48,100,82)
To vertex 83:67 (30,94,6,14,49,23,83)
To vertex 84:61 (30,94,6,14,115,71,96,95,84)
To vertex 85:85 (30,94,6,29,85)
To vertex 86:101 (30,94,6,29,97,4,50,104,86)
To vertex 87:60 (30,94,6,14,26,123,87)
To vertex 88:112 (30,88)
To vertex 89:144 (30,94,6,14,115,71,96,95,89)
To vertex 90:88 (30,94,6,14,77,62,93,90)
To vertex 91:94 (30,94,6,14,26,123,48,91)
To vertex 92:48 (30,94,6,14,26,123,92)
To vertex 93:70 (30,94,6,14,77,62,93)
To vertex 94:14 (30,94)
To vertex 95:60 (30,94,6,14,115,71,96,95)
To vertex 96:39 (30,94,6,14,115,71,96)
To vertex 97:61 (30,94,6,29,97)
To vertex 98:112 (30,94,6,14,26,123,48,91,98)
To vertex 99:94 (30,94,6,14,49,43,19,122,7,44,99)
To vertex 100:64 (30,94,6,14,26,123,48,100)
To vertex 101:99 (30,94,6,14,26,123,48,91,101)
To vertex 102:113 (30,94,6,14,115,61,109,102)
To vertex 103:222 (30,94,6,13,103)
To vertex 104:94 (30,94,6,29,97,4,50,104)
To vertex 105:107 (30,94,6,14,49,23,46,17,105)
To vertex 106:106 (30,94,6,14,49,43,19,122,7,11,38,126,22,106)
To vertex 107:51 (30,94,6,14,49,43,19,122,28,107)
To vertex 108:103 (30,94,6,14,26,123,92,108)
To vertex 109:52 (30,94,6,14,115,61,109)
To vertex 110:120 (30,94,6,14,49,43,19,122,7,110)
To vertex 111:113 (30,94,6,14,25,72,111)
To vertex 112:126 (30,94,6,14,49,43,12,67,112)
To vertex 113:92 (30,94,6,14,49,23,113)
To vertex 114:110 (30,94,6,14,49,114)
To vertex 115:22 (30,94,6,14,115)
To vertex 116:142 (30,94,6,14,77,62,93,90,116)
To vertex 117:99 (30,94,6,14,77,62,127,117)
To vertex 118:93 (30,94,6,14,49,43,12,67,118)
To vertex 119:113 (30,94,6,14,18,119)
To vertex 120:77 (30,94,6,14,49,120)
To vertex 121:71 (30,94,6,14,115,61,45,121)
To vertex 122:47 (30,94,6,14,49,43,19,122)
To vertex 123:46 (30,94,6,14,26,123)
To vertex 124:83 (30,94,6,14,49,43,19,122,7,11,38,126,124)
To vertex 125:91 (30,94,6,14,49,23,83,125)
To vertex 126:74 (30,94,6,14,49,43,19,122,7,11,38,126)
To vertex 127:92 (30,94,6,14,77,62,127)
From vertex 31:
To vertex 0:87 (31,55,33,122,0)
To vertex 1:76 (31,55,33,60,1)
To vertex 2:86 (31,55,2)
To vertex 3:119 (31,55,33,60,35,27,14,115,61,45,3)
To vertex 4:68 (31,10,97,4)
To vertex 5:60 (31,55,33,85,28,5)
To vertex 6:93 (31,55,100,64,66,30,94,6)
To vertex 7:58 (31,55,33,122,7)
To vertex 8:89 (31,55,33,122,7,44,99,8)
To vertex 9:102 (31,55,33,60,35,98,9)
To vertex 10:33 (31,10)
To vertex 11:62 (31,55,33,122,7,11)
To vertex 12:79 (31,55,33,60,35,27,14,49,43,12)
To vertex 13:95 (31,55,33,60,52,13)
To vertex 14:65 (31,55,33,60,35,27,14)
To vertex 15:53 (31,55,33,85,15)
To vertex 16:92 (31,55,33,121,16)
To vertex 17:123 (31,55,33,60,35,27,88,17)
To vertex 18:115 (31,18)
To vertex 19:79 (31,55,33,60,35,27,14,49,43,19)
To vertex 20:72 (31,10,97,20)
To vertex 21:73 (31,55,33,122,7,21)
To vertex 22:77 (31,55,33,85,56,38,126,22)
To vertex 23:99 (31,55,33,60,35,27,14,49,23)
To vertex 24:49 (31,55,33,85,15,118,24)
To vertex 25:87 (31,55,33,60,35,27,14,25)
To vertex 26:47 (31,55,100,64,93,80,26)
To vertex 27:59 (31,55,33,60,35,27)
To vertex 28:36 (31,55,33,85,28)
To vertex 29:100 (31,55,33,60,35,98,29)
To vertex 30:80 (31,55,100,64,66,30)
To vertex 32:113 (31,55,33,60,52,13,32)
To vertex 33:18 (31,55,33)
To vertex 34:124 (31,55,100,36,34)
To vertex 35:54 (31,55,33,60,35)
To vertex 36:63 (31,55,100,36)
To vertex 37:99 (31,55,33,60,1,37)
To vertex 38:46 (31,55,33,85,56,38)
To vertex 39:63 (31,55,33,51,39)
To vertex 40:89 (31,40)
To vertex 41:87 (31,41)
To vertex 42:102 (31,55,33,122,7,44,99,42)
To vertex 43:61 (31,55,33,60,35,27,14,49,43)
To vertex 44:64 (31,55,33,122,7,44)
To vertex 45:101 (31,55,33,60,35,27,14,115,61,45)
To vertex 46:99 (31,55,33,60,35,27,14,49,23,46)
To vertex 47:128 (31,55,33,85,56,38,47)
To vertex 48:32 (31,55,100,123,48)
To vertex 49:66 (31,55,33,60,35,27,14,49)
To vertex 50:74 (31,10,97,4,50)
To vertex 51:60 (31,55,33,51)
To vertex 52:68 (31,55,33,60,52)
To vertex 53:77 (31,55,100,123,48,91,101,53)
To vertex 54:55 (31,55,33,85,56,38,54)
To vertex 55:2 (31,55)
To vertex 56:28 (31,55,33,85,56)
To vertex 57:49 (31,55,33,85,56,57)
To vertex 58:93 (31,55,100,64,58)
To vertex 59:100 (31,55,33,60,52,104,86,59)
To vertex 60:31 (31,55,33,60)
To vertex 61:85 (31,55,33,60,35,27,14,115,61)
To vertex 62:51 (31,55,100,123,87,62)
To vertex 63:51 (31,55,100,123,87,73,63)
To vertex 64:5 (31,55,100,64)
To vertex 65:139 (31,55,33,60,35,98,106,105,65)
To vertex 66:74 (31,55,100,64,66)
To vertex 67:122 (31,55,33,60,35,27,14,49,43,12,67)
To vertex 68:99 (31,68)
To vertex 69:121 (31,40,113,69)
To vertex 70:114 (31,55,100,82,70)
To vertex 71:72 (31,55,33,60,35,27,14,115,71)
To vertex 72:99 (31,55,33,60,35,27,14,25,72)
To vertex 73:42 (31,55,100,123,87,73)
To vertex 74:105 (31,55,100,123,87,96,74)
To vertex 75:71 (31,55,100,123,75)
To vertex 76:154 (31,55,33,51,39,76)
To vertex 77:50 (31,55,33,85,15,118,77)
To vertex 78:58 (31,55,33,121,78)
To vertex 79:111 (31,55,33,60,35,98,106,105,102,79)
To vertex 80:47 (31,55,100,64,93,80)
To vertex 81:96 (31,55,33,122,7,44,81)
To vertex 82:89 (31,55,100,82)
To vertex 83:62 (31,55,33,85,56,38,83)
To vertex 84:82 (31,55,33,85,28,84)
To vertex 85:13 (31,55,33,85)
To vertex 86:76 (31,55,33,60,52,104,86)
To vertex 87:37 (31,55,100,123,87)
To vertex 88:105 (31,55,33,60,35,27,88)
To vertex 89:96 (31,55,33,60,89)
To vertex 90:61 (31,55,100,64,93,90)
To vertex 91:71 (31,55,100,123,48,91)
To vertex 92:25 (31,55,100,123,92)
To vertex 93:43 (31,55,100,64,93)
To vertex 94:94 (31,55,100,64,66,30,94)
To vertex 95:100 (31,55,100,123,87,96,95)
To vertex 96:79 (31,55,100,123,87,96)
To vertex 97:60 (31,10,97)
To vertex 98:77 (31,55,33,60,35,98)
To vertex 99:86 (31,55,33,122,7,44,99)
To vertex 100:5 (31,55,100)
To vertex 101:76 (31,55,100,123,48,91,101)
To vertex 102:110 (31,55,33,60,35,98,106,105,102)
To vertex 103:218 (31,55,33,60,52,13,103)
To vertex 104:69 (31,55,33,60,52,104)
To vertex 105:92 (31,55,33,60,35,98,106,105)
To vertex 106:77 (31,55,33,60,35,98,106)
To vertex 107:38 (31,55,33,85,28,107)
To vertex 108:80 (31,55,100,123,92,108)
To vertex 109:61 (31,55,33,85,56,57,109)
To vertex 110:112 (31,55,33,122,7,110)
To vertex 111:146 (31,55,33,85,28,107,111)
To vertex 112:108 (31,55,100,64,93,90,112)
To vertex 113:111 (31,40,113)
To vertex 114:102 (31,55,33,121,78,114)
To vertex 115:65 (31,55,33,60,35,27,14,115)
To vertex 116:114 (31,55,100,64,58,116)
To vertex 117:79 (31,55,33,121,78,127,117)
To vertex 118:49 (31,55,33,85,15,118)
To vertex 119:98 (31,55,33,85,56,38,126,119)
To vertex 120:118 (31,55,100,123,75,120)
To vertex 121:37 (31,55,33,121)
To vertex 122:39 (31,55,33,122)
To vertex 123:23 (31,55,100,123)
To vertex 124:59 (31,55,33,85,56,38,126,124)
To vertex 125:84 (31,55,33,125)
To vertex 126:50 (31,55,33,85,56,38,126)
To vertex 127:72 (31,55,33,121,78,127)
From vertex 32:
To vertex 0:105 (32,11,38,54,20,0)
To vertex 1:56 (32,11,38,126,124,1)
To vertex 2:90 (32,96,74,2)
To vertex 3:99 (32,11,38,49,43,12,67,3)
To vertex 4:59 (32,11,38,97,4)
To vertex 5:77 (32,11,38,83,125,28,5)
To vertex 6:69 (32,11,38,83,125,94,6)
To vertex 7:40 (32,7)
To vertex 8:48 (32,99,8)
To vertex 9:85 (32,11,38,126,22,50,9)
To vertex 10:73 (32,11,38,10)
To vertex 11:12 (32,11)
To vertex 12:56 (32,11,38,49,43,12)
To vertex 13:105 (32,96,74,13)
To vertex 14:63 (32,11,38,126,22,106,14)
To vertex 15:103 (32,11,100,123,87,73,15)
To vertex 16:93 (32,11,62,16)
To vertex 17:103 (32,11,38,49,23,46,17)
To vertex 18:119 (32,11,38,126,22,106,14,18)
To vertex 19:56 (32,11,38,49,43,19)
To vertex 20:54 (32,11,38,54,20)
To vertex 21:55 (32,7,21)
To vertex 22:43 (32,11,38,126,22)
To vertex 23:76 (32,11,38,49,23)
To vertex 24:99 (32,11,100,123,87,73,15,118,24)
To vertex 25:71 (32,11,38,83,125,25)
To vertex 26:52 (32,11,62,93,80,26)
To vertex 27:86 (32,11,38,83,125,28,27)
To vertex 28:53 (32,11,38,83,125,28)
To vertex 29:91 (32,11,38,126,124,98,29)
To vertex 30:62 (32,96,51,39,66,30)
To vertex 31:72 (32,11,100,64,31)
To vertex 33:78 (32,96,74,55,33)
To vertex 34:127 (32,11,38,36,34)
To vertex 35:94 (32,11,38,54,60,35)
To vertex 36:66 (32,11,38,36)
To vertex 37:58 (32,96,95,37)
To vertex 38:12 (32,11,38)
To vertex 39:42 (32,96,51,39)
To vertex 40:129 (32,96,51,39,66,40)
To vertex 41:124 (32,11,38,126,124,56,57,41)
To vertex 42:61 (32,99,42)
To vertex 43:38 (32,11,38,49,43)
To vertex 44:46 (32,7,44)
To vertex 45:84 (32,11,38,49,23,45)
To vertex 46:76 (32,11,38,49,23,46)
To vertex 47:94 (32,11,38,47)
To vertex 48:40 (32,11,100,123,48)
To vertex 49:43 (32,11,38,49)
To vertex 50:48 (32,11,38,126,22,50)
To vertex 51:39 (32,96,51)
To vertex 52:88 (32,11,100,52)
To vertex 53:85 (32,11,100,123,48,91,101,53)
To vertex 54:21 (32,11,38,54)
To vertex 55:62 (32,96,74,55)
To vertex 56:39 (32,11,38,126,124,56)
To vertex 57:60 (32,11,38,126,124,56,57)
To vertex 58:101 (32,11,100,64,58)
To vertex 59:98 (32,11,38,126,22,50,104,86,59)
To vertex 60:71 (32,11,38,54,60)
To vertex 61:76 (32,99,115,61)
To vertex 62:35 (32,11,62)
To vertex 63:59 (32,11,100,123,87,73,63)
To vertex 64:13 (32,11,100,64)
To vertex 65:110 (32,11,38,126,22,106,105,65)
To vertex 66:56 (32,96,51,39,66)
To vertex 67:99 (32,11,38,49,43,12,67)
To vertex 68:88 (32,11,38,126,22,50,68)
To vertex 69:122 (32,11,38,49,23,113,69)
To vertex 70:122 (32,11,100,82,70)
To vertex 71:63 (32,99,115,71)
To vertex 72:83 (32,11,38,83,125,25,72)
To vertex 73:50 (32,11,100,123,87,73)
To vertex 74:50 (32,96,74)
To vertex 75:79 (32,11,100,123,75)
To vertex 76:133 (32,96,51,39,76)
To vertex 77:75 (32,11,38,126,22,106,14,77)
To vertex 78:108 (32,11,62,93,80,26,78)
To vertex 79:82 (32,11,38,126,22,106,105,102,79)
To vertex 80:52 (32,11,62,93,80)
To vertex 81:78 (32,7,44,81)
To vertex 82:97 (32,11,100,82)
To vertex 83:28 (32,11,38,83)
To vertex 84:46 (32,96,95,84)
To vertex 85:73 (32,96,74,55,33,85)
To vertex 86:74 (32,11,38,126,22,50,104,86)
To vertex 87:45 (32,11,100,123,87)
To vertex 88:132 (32,11,38,83,125,28,27,88)
To vertex 89:129 (32,96,95,89)
To vertex 90:66 (32,11,62,93,90)
To vertex 91:79 (32,11,100,123,48,91)
To vertex 92:33 (32,11,100,123,92)
To vertex 93:48 (32,11,62,93)
To vertex 94:70 (32,11,38,83,125,94)
To vertex 95:45 (32,96,95)
To vertex 96:24 (32,96)
To vertex 97:51 (32,11,38,97)
To vertex 98:68 (32,11,38,126,124,98)
To vertex 99:45 (32,99)
To vertex 100:13 (32,11,100)
To vertex 101:84 (32,11,100,123,48,91,101)
To vertex 102:81 (32,11,38,126,22,106,105,102)
To vertex 103:228 (32,96,74,13,103)
To vertex 104:67 (32,11,38,126,22,50,104)
To vertex 105:63 (32,11,38,126,22,106,105)
To vertex 106:48 (32,11,38,126,22,106)
To vertex 107:55 (32,11,38,83,125,28,107)
To vertex 108:88 (32,11,100,123,92,108)
To vertex 109:63 (32,96,74,109)
To vertex 110:94 (32,7,110)
To vertex 111:140 (32,11,38,83,125,25,72,111)
To vertex 112:96 (32,11,38,126,22,106,105,112)
To vertex 113:112 (32,11,38,49,23,113)
To vertex 114:99 (32,96,114)
To vertex 115:56 (32,99,115)
To vertex 116:111 (32,11,38,126,124,98,116)
To vertex 117:73 (32,11,38,126,22,117)
To vertex 118:99 (32,11,100,123,87,73,15,118)
To vertex 119:64 (32,11,38,126,119)
To vertex 120:97 (32,11,38,49,120)
To vertex 121:97 (32,96,74,55,33,121)
To vertex 122:67 (32,11,38,49,43,19,122)
To vertex 123:31 (32,11,100,123)
To vertex 124:25 (32,11,38,126,124)
To vertex 125:52 (32,11,38,83,125)
To vertex 126:16 (32,11,38,126)
To vertex 127:70 (32,11,62,127)
From vertex 33:
To vertex 0:69 (33,122,0)
To vertex 1:58 (33,60,1)
To vertex 2:104 (33,85,56,2)
To vertex 3:101 (33,60,35,27,14,115,61,45,3)
To vertex 4:55 (33,85,56,57,4)
To vertex 5:42 (33,85,28,5)
To vertex 6:78 (33,51,39,66,30,94,6)
To vertex 7:40 (33,122,7)
To vertex 8:71 (33,122,7,44,99,8)
To vertex 9:84 (33,60,35,98,9)
To vertex 10:66 (33,85,28,5,10)
To vertex 11:44 (33,122,7,11)
To vertex 12:61 (33,60,35,27,14,49,43,12)
To vertex 13:77 (33,60,52,13)
To vertex 14:47 (33,60,35,27,14)
To vertex 15:35 (33,85,15)
To vertex 16:74 (33,121,16)
To vertex 17:105 (33,60,35,27,88,17)
To vertex 18:101 (33,85,15,18)
To vertex 19:61 (33,60,35,27,14,49,43,19)
To vertex 20:63 (33,85,56,57,97,20)
To vertex 21:55 (33,122,7,21)
To vertex 22:59 (33,85,56,38,126,22)
To vertex 23:81 (33,60,35,27,14,49,23)
To vertex 24:31 (33,85,15,118,24)
To vertex 25:69 (33,60,35,27,14,25)
To vertex 26:60 (33,121,78,127,26)
To vertex 27:41 (33,60,35,27)
To vertex 28:18 (33,85,28)
To vertex 29:82 (33,60,35,98,29)
To vertex 30:65 (33,51,39,66,30)
To vertex 31:73 (33,122,31)
To vertex 32:95 (33,60,52,13,32)
To vertex 34:120 (33,85,28,5,34)
To vertex 35:36 (33,60,35)
To vertex 36:64 (33,122,36)
To vertex 37:81 (33,60,1,37)
To vertex 38:28 (33,85,56,38)
To vertex 39:45 (33,51,39)
To vertex 40:123 (33,85,15,40)
To vertex 41:95 (33,85,56,57,41)
To vertex 42:84 (33,122,7,44,99,42)
To vertex 43:43 (33,60,35,27,14,49,43)
To vertex 44:46 (33,122,7,44)
To vertex 45:83 (33,60,35,27,14,115,61,45)
To vertex 46:81 (33,60,35,27,14,49,23,46)
To vertex 47:110 (33,85,56,38,47)
To vertex 48:60 (33,85,56,38,126,124,123,48)
To vertex 49:48 (33,60,35,27,14,49)
To vertex 50:61 (33,85,56,57,4,50)
To vertex 51:42 (33,51)
To vertex 52:50 (33,60,52)
To vertex 53:103 (33,60,52,13,53)
To vertex 54:37 (33,85,56,38,54)
To vertex 55:75 (33,122,31,55)
To vertex 56:10 (33,85,56)
To vertex 57:31 (33,85,56,57)
To vertex 58:101 (33,122,7,58)
To vertex 59:82 (33,60,52,104,86,59)
To vertex 60:13 (33,60)
To vertex 61:67 (33,60,35,27,14,115,61)
To vertex 62:55 (33,85,15,118,77,62)
To vertex 63:60 (33,85,28,107,63)
To vertex 64:45 (33,122,7,11,100,64)
To vertex 65:121 (33,60,35,98,106,105,65)
To vertex 66:59 (33,51,39,66)
To vertex 67:104 (33,60,35,27,14,49,43,12,67)
To vertex 68:101 (33,85,56,57,4,50,68)
To vertex 69:111 (33,60,52,104,86,113,69)
To vertex 70:121 (33,60,35,27,88,70)
To vertex 71:54 (33,60,35,27,14,115,71)
To vertex 72:81 (33,60,35,27,14,25,72)
To vertex 73:54 (33,85,56,87,73)
To vertex 74:90 (33,60,35,27,14,115,71,96,74)
To vertex 75:55 (33,85,56,75)
To vertex 76:136 (33,51,39,76)
To vertex 77:32 (33,85,15,118,77)
To vertex 78:40 (33,121,78)
To vertex 79:93 (33,60,35,98,106,105,102,79)
To vertex 80:72 (33,85,15,118,77,62,93,80)
To vertex 81:78 (33,122,7,44,81)
To vertex 82:129 (33,122,7,11,100,82)
To vertex 83:44 (33,85,56,38,83)
To vertex 84:64 (33,85,28,84)
To vertex 85:-5 (33,85)
To vertex 86:58 (33,60,52,104,86)
To vertex 87:49 (33,85,56,87)
To vertex 88:87 (33,60,35,27,88)
To vertex 89:78 (33,60,89)
To vertex 90:86 (33,85,15,118,77,62,93,90)
To vertex 91:99 (33,85,56,38,126,124,123,48,91)
To vertex 92:53 (33,85,56,38,126,124,123,92)
To vertex 93:68 (33,85,15,118,77,62,93)
To vertex 94:79 (33,51,39,66,30,94)
To vertex 95:85 (33,60,35,27,14,115,71,96,95)
To vertex 96:64 (33,60,35,27,14,115,71,96)
To vertex 97:51 (33,85,56,57,97)
To vertex 98:59 (33,60,35,98)
To vertex 99:68 (33,122,7,44,99)
To vertex 100:45 (33,122,7,11,100)
To vertex 101:104 (33,85,56,38,126,124,123,48,91,101)
To vertex 102:92 (33,60,35,98,106,105,102)
To vertex 103:200 (33,60,52,13,103)
To vertex 104:51 (33,60,52,104)
To vertex 105:74 (33,60,35,98,106,105)
To vertex 106:59 (33,60,35,98,106)
To vertex 107:20 (33,85,28,107)
To vertex 108:108 (33,85,56,38,126,124,123,92,108)
To vertex 109:43 (33,85,56,57,109)
To vertex 110:94 (33,122,7,110)
To vertex 111:128 (33,85,28,107,111)
To vertex 112:105 (33,85,56,112)
To vertex 113:101 (33,60,52,104,86,113)
To vertex 114:84 (33,121,78,114)
To vertex 115:47 (33,60,35,27,14,115)
To vertex 116:102 (33,60,35,98,116)
To vertex 117:61 (33,121,78,127,117)
To vertex 118:31 (33,85,15,118)
To vertex 119:80 (33,85,56,38,126,119)
To vertex 120:102 (33,60,35,27,14,49,120)
To vertex 121:19 (33,121)
To vertex 122:21 (33,122)
To vertex 123:51 (33,85,56,38,126,124,123)
To vertex 124:41 (33,85,56,38,126,124)
To vertex 125:66 (33,125)
To vertex 126:32 (33,85,56,38,126)
To vertex 127:54 (33,121,78,127)
From vertex 34:
To vertex 0:102 (34,4,50,49,43,19,122,0)
To vertex 1:99 (34,4,56,38,126,124,1)
To vertex 2:122 (34,4,50,9,26,123,92,2)
To vertex 3:86 (34,4,50,49,43,12,67,3)
To vertex 4:10 (34,4)
To vertex 5:80 (34,4,50,49,43,19,122,28,5)
To vertex 6:91 (34,4,50,9,125,94,6)
To vertex 7:73 (34,4,50,49,43,19,122,7)
To vertex 8:36 (34,8)
To vertex 9:53 (34,4,50,9)
To vertex 10:104 (34,4,50,49,43,19,122,28,5,10)
To vertex 11:77 (34,4,50,49,43,19,122,7,11)
To vertex 12:43 (34,4,50,49,43,12)
To vertex 13:133 (34,4,50,68,13)
To vertex 14:58 (34,4,50,49,43,19,14)
To vertex 15:113 (34,4,50,49,43,19,73,15)
To vertex 16:134 (34,121,16)
To vertex 17:90 (34,4,50,49,23,46,17)
To vertex 18:114 (34,4,50,49,43,19,14,18)
To vertex 19:43 (34,4,50,49,43,19)
To vertex 20:90 (34,4,56,57,97,20)
To vertex 21:88 (34,4,50,49,43,19,122,7,21)
To vertex 22:86 (34,4,56,38,126,22)
To vertex 23:63 (34,4,50,49,23)
To vertex 24:100 (34,4,50,49,43,12,67,118,24)
To vertex 25:56 (34,25)
To vertex 26:51 (34,4,50,9,26)
To vertex 27:89 (34,4,50,49,43,19,122,28,27)
To vertex 28:56 (34,4,50,49,43,19,122,28)
To vertex 29:84 (34,4,50,49,23,46,29)
To vertex 30:78 (34,4,50,104,86,59,30)
To vertex 31:106 (34,4,50,49,43,19,122,31)
To vertex 32:69 (34,4,50,32)
To vertex 33:99 (34,4,50,104,86,59,55,33)
To vertex 35:108 (34,4,50,68,35)
To vertex 36:97 (34,4,50,49,43,19,122,36)
To vertex 37:65 (34,4,37)
To vertex 38:55 (34,4,56,38)
To vertex 39:67 (34,4,50,49,43,19,51,39)
To vertex 40:133 (34,4,50,104,86,59,40)
To vertex 41:122 (34,4,56,57,41)
To vertex 42:80 (34,4,50,104,86,113,42)
To vertex 43:25 (34,4,50,49,43)
To vertex 44:79 (34,4,50,49,43,19,122,7,44)
To vertex 45:71 (34,4,50,49,23,45)
To vertex 46:63 (34,4,50,49,23,46)
To vertex 47:95 (34,90,116,47)
To vertex 48:65 (34,4,50,9,26,123,48)
To vertex 49:30 (34,4,50,49)
To vertex 50:16 (34,4,50)
To vertex 51:64 (34,4,50,49,43,19,51)
To vertex 52:136 (34,4,37,60,52)
To vertex 53:110 (34,4,50,9,26,123,48,91,101,53)
To vertex 54:64 (34,4,56,38,54)
To vertex 55:83 (34,4,50,104,86,59,55)
To vertex 56:37 (34,4,56)
To vertex 57:58 (34,4,56,57)
To vertex 58:134 (34,4,50,49,43,19,122,7,58)
To vertex 59:66 (34,4,50,104,86,59)
To vertex 60:99 (34,4,37,60)
To vertex 61:78 (34,4,50,49,43,19,14,115,61)
To vertex 62:84 (34,4,50,9,26,123,87,62)
To vertex 63:69 (34,4,50,49,43,19,73,63)
To vertex 64:74 (34,4,50,9,26,123,48,100,64)
To vertex 65:153 (34,4,56,38,126,22,106,105,65)
To vertex 66:81 (34,4,50,49,43,19,51,39,66)
To vertex 67:86 (34,4,50,49,43,12,67)
To vertex 68:56 (34,4,50,68)
To vertex 69:95 (34,4,50,104,86,113,69)
To vertex 70:135 (34,4,50,49,23,46,17,70)
To vertex 71:65 (34,4,50,49,43,19,14,115,71)
To vertex 72:68 (34,25,72)
To vertex 73:60 (34,4,50,49,43,19,73)
To vertex 74:101 (34,4,50,49,43,19,14,115,71,96,74)
To vertex 75:82 (34,4,56,75)
To vertex 76:127 (34,4,50,49,43,76)
To vertex 77:70 (34,4,50,49,43,19,14,77)
To vertex 78:96 (34,4,78)
To vertex 79:88 (34,4,50,102,79)
To vertex 80:95 (34,4,50,49,43,12,67,3,80)
